Title,Artist,Gender,Earliest Date,Latest Date,Department,Culture,Country,Object Link
Relief with enthroned ruler,Chakalte',,770,775,The Michael C. Rockefeller Wing,Maya,Guatemala,https://www.metmuseum.org/art/collection/search/313240
Censer with seated king,Maya artist(s),,300,400,The Michael C. Rockefeller Wing,Maya,Guatemala,https://www.metmuseum.org/art/collection/search/318345
Finial from a Ritual Staff (Tungkot Malehat),,,1800,1950,The Michael C. Rockefeller Wing,Toba Batak people,Indonesia,https://www.metmuseum.org/art/collection/search/316145
Palepai maju (ceremonial banner),Paminggir artists,,1700,1899,The Michael C. Rockefeller Wing,Lampung,Indonesia,https://www.metmuseum.org/art/collection/search/316457
House post figure,Lake Sentani artist,,1800,1899,The Michael C. Rockefeller Wing,Sentani people,Indonesia,https://www.metmuseum.org/art/collection/search/313629
Perminangken (container for magical substances),Toba Batak artist,,1800,1930,The Michael C. Rockefeller Wing,Toba Batak,Indonesia,https://www.metmuseum.org/art/collection/search/316007
Hampatong (figure),Ngadju or Ot Danum artist,,1800,1930,The Michael C. Rockefeller Wing,Ngadju or Ot Danum,Indonesia,https://www.metmuseum.org/art/collection/search/316008
Ana deo (ancestral couple),Nage artist,,1870,1930,The Michael C. Rockefeller Wing,Nage,Indonesia,https://www.metmuseum.org/art/collection/search/318899
Korwar (ancestor figure),Cenderawasih Bay artist,,1850,1950,The Michael C. Rockefeller Wing,Cenderawasih Bay,Indonesia,https://www.metmuseum.org/art/collection/search/318765
Bis Pole,,,1940,2000,The Michael C. Rockefeller Wing,Asmat people,Indonesia,https://www.metmuseum.org/art/collection/search/313830
Female portrait lü me (figure in wood),Zlan of Belewale,,1900,1950,The Michael C. Rockefeller Wing,,Liberia,https://www.metmuseum.org/art/collection/search/310960
Hazomanga finial,Sakalava artist,,1600,1800,The Michael C. Rockefeller Wing,Sakalava,Madagascar,https://www.metmuseum.org/art/collection/search/318764
Seated couple,Barnes Foundation Master,,1720,1820,The Michael C. Rockefeller Wing,Dogon,Mali,https://www.metmuseum.org/art/collection/search/310325
Priest with raised arms,Dogon blacksmith,,1300,1699,The Michael C. Rockefeller Wing,Dogon,Mali,https://www.metmuseum.org/art/collection/search/310765
Aduno Koro (Ark of the World) vessel with ancestral figures,Dogon blacksmith,,1500,1900,The Michael C. Rockefeller Wing,Dogon peoples,Mali,https://www.metmuseum.org/art/collection/search/312231
Seated figure,Middle Niger artist,,1200,1300,The Michael C. Rockefeller Wing,Middle Niger civilization,Mali,https://www.metmuseum.org/art/collection/search/314362
Gwandusu,Bamana numu (blacksmith),,1400,1699,The Michael C. Rockefeller Wing,Bamana,Mali,https://www.metmuseum.org/art/collection/search/312336
Gwantigi,Bamana numu (blacksmith),,1500,1699,The Michael C. Rockefeller Wing,Bamana peoples,Mali,https://www.metmuseum.org/art/collection/search/314704
Standing figure,Teotihuacan artist(s),,350,600,The Michael C. Rockefeller Wing,Teotihuacan,Mexico,https://www.metmuseum.org/art/collection/search/312781
Seated hollow figure with helmet,Las Bocas artist(s),,-1200,-800,The Michael C. Rockefeller Wing,Olmec,Mexico,https://www.metmuseum.org/art/collection/search/313327
Xantil (deity censer),Eastern Nahua artist(s),,1200,1521,The Michael C. Rockefeller Wing,Eastern Nahua,Mexico,https://www.metmuseum.org/art/collection/search/309861
Face,Olmec artist(s),,-900,-400,The Michael C. Rockefeller Wing,Olmec,Mexico,https://www.metmuseum.org/art/collection/search/310279
Chalchiuhtlicue,Mexica artist(s),,1325,1521,The Michael C. Rockefeller Wing,Mexica (Aztec),Mexico,https://www.metmuseum.org/art/collection/search/307651
Kneeling female figure,Mexica artist(s),,1325,1521,The Michael C. Rockefeller Wing,Mexica,Mexico,https://www.metmuseum.org/art/collection/search/307630
Pair of  Figures,,,-200,200,The Michael C. Rockefeller Wing,Nayarit,Mexico,https://www.metmuseum.org/art/collection/search/310604
Smiling figure (Sonriente),South central Veracruz artist(s),,600,1000,The Michael C. Rockefeller Wing,Classic Veracruz,Mexico,https://www.metmuseum.org/art/collection/search/313386
House Post Figure (Amo),,,1800,1800,The Michael C. Rockefeller Wing,"Maori people, Te Arawa",New Zealand,https://www.metmuseum.org/art/collection/search/313697
Ùhúnmwèlaò (head of an ọ́bà),Ìgùn Ẹ́rọ̀nwwọ̀n (brass-casting guild) artists,,1430,1650,The Michael C. Rockefeller Wing,Edo,Nigeria,https://www.metmuseum.org/art/collection/search/312290
Court official from a commemorative altar,Ìgùn Ẹ́rọ̀nwwọ̀n (brass-casting guild) artists,,1500,1700,The Michael C. Rockefeller Wing,Edo peoples,Nigeria,https://www.metmuseum.org/art/collection/search/316503
Lidded Vessel,Yoruba artist,,1600,1800,The Michael C. Rockefeller Wing,"Yoruba peoples, Owo group",Nigeria,https://www.metmuseum.org/art/collection/search/316594
Between Earth and Heaven,El Anatsui,,2006,2006,The Michael C. Rockefeller Wing,,Nigeria,https://www.metmuseum.org/art/collection/search/319872
Plaque with Warrior and Attendants,Ìgùn Ẹ́rọ̀nwwọ̀n (brass-casting guild) artists,,1540,1570,The Michael C. Rockefeller Wing,Edo,Nigeria,https://www.metmuseum.org/art/collection/search/316393
Pendant mask of Ìyọ́bà Idià,Ìgbèsànmwà (ivory- and wood- carving guild) artists,,1500,1600,The Michael C. Rockefeller Wing,Edo,Nigeria,https://www.metmuseum.org/art/collection/search/318622
Òpó (veranda post) with equestrian and female figure,Olowe of Ise,,1890,1938,The Michael C. Rockefeller Wing,,Nigeria,https://www.metmuseum.org/art/collection/search/317823
Dance crest,Ejagham artist,,1800,1950,The Michael C. Rockefeller Wing,Ejagham peoples,Nigeria,https://www.metmuseum.org/art/collection/search/312460
Double-eagle pendant,Initial Style artist(s),,1,500,The Michael C. Rockefeller Wing,Initial Style,Panama,https://www.metmuseum.org/art/collection/search/312747
Mask,,,1800,1950,The Michael C. Rockefeller Wing,Bougainville or Nissan Island,Papua New Guinea,
Ritual Board (Wenena gerua),,,1940,1960,The Michael C. Rockefeller Wing,Siane people,Papua New Guinea,https://www.metmuseum.org/art/collection/search/311183
Female Figure (Tetepeku),,,1800,1950,The Michael C. Rockefeller Wing,Abelam people,Papua New Guinea,https://www.metmuseum.org/art/collection/search/311290
Skull Hook (Agiba),,,1800,1930,The Michael C. Rockefeller Wing,Kerewa people,Papua New Guinea,https://www.metmuseum.org/art/collection/search/311237
Bird Head,,,-1000,-100,The Michael C. Rockefeller Wing,Morobe province,Papua New Guinea,https://www.metmuseum.org/art/collection/search/311944
Funerary Figure (Kulap),,,1875,1899,The Michael C. Rockefeller Wing,Southern New Ireland,Papua New Guinea,https://www.metmuseum.org/art/collection/search/314370
Headdress (Kapurei),,,1870,1930,The Michael C. Rockefeller Wing,Sulka people,Papua New Guinea,https://www.metmuseum.org/art/collection/search/314366
Mask (eharo),,,1900,1930,The Michael C. Rockefeller Wing,Elema people,Papua New Guinea,https://www.metmuseum.org/art/collection/search/311171
Ceremonial Board (Malu),,,1800,1900,The Michael C. Rockefeller Wing,Sawos people,Papua New Guinea,https://www.metmuseum.org/art/collection/search/311159
House-post Figure,,,1800,1900,The Michael C. Rockefeller Wing,Kambot people,Papua New Guinea,https://www.metmuseum.org/art/collection/search/311294
Head for Yam ceremony (Yena),,,1800,1950,The Michael C. Rockefeller Wing,Yessan-Mayo people,Papua New Guinea,https://www.metmuseum.org/art/collection/search/312119
Ancestor Figure,,,1800,1900,The Michael C. Rockefeller Wing,Sawos people,Papua New Guinea,https://www.metmuseum.org/art/collection/search/313780
Border Fragment,,,-450,-175,The Michael C. Rockefeller Wing,Paracas,Peru,https://www.metmuseum.org/art/collection/search/316945
Woman's Dress,,,1300,1550,The Michael C. Rockefeller Wing,Chuquibamba,Peru,https://www.metmuseum.org/art/collection/search/317736
Tunic with Confronting Catfish,,,800,850,The Michael C. Rockefeller Wing,Nasca-Wari,Peru,https://www.metmuseum.org/art/collection/search/307975
Ear ornament with winged runner,Moche artist(s),,400,700,The Michael C. Rockefeller Wing,Moche,Peru,https://www.metmuseum.org/art/collection/search/309427
Ear ornament with winged runner,Moche artist(s),,400,700,The Michael C. Rockefeller Wing,Moche,Peru,https://www.metmuseum.org/art/collection/search/309428
Bottle with caiman,Cupisnique artist(s),,-1000,-800,The Michael C. Rockefeller Wing,Cupisnique,Peru,https://www.metmuseum.org/art/collection/search/310652
Drum,Nasca artist(s),,-100,400,The Michael C. Rockefeller Wing,Nasca,Peru,https://www.metmuseum.org/art/collection/search/310563
Stirrup-spout bottle with seated figure,Moche artist(s),,200,500,The Michael C. Rockefeller Wing,Moche,Peru,https://www.metmuseum.org/art/collection/search/307474
Shirt,Moche artist(s),,500,850,The Michael C. Rockefeller Wing,Moche,Peru,https://www.metmuseum.org/art/collection/search/315786
Funerary mask,Lambayeque (Sicán) artist(s),,900,1100,The Michael C. Rockefeller Wing,Lambayeque (Sicán),Peru,https://www.metmuseum.org/art/collection/search/309959
Feathered panel,Wari artist(s),,650,1000,The Michael C. Rockefeller Wing,Wari,Peru,https://www.metmuseum.org/art/collection/search/312677
Bottle in the shape of a feline,Wari artist(s),,600,900,The Michael C. Rockefeller Wing,Wari,Peru,https://www.metmuseum.org/art/collection/search/317793
Dilukai (gable figure),Belauan artist,,1800,1950,The Michael C. Rockefeller Wing,Belauan,Republic of Palau,https://www.metmuseum.org/art/collection/search/310454
Lidded saltcellar,Temne or Bullom artist(s),,1485,1535,The Michael C. Rockefeller Wing,Temne or Bullom,Sierra Leone,https://www.metmuseum.org/art/collection/search/316442
Shield (Grere'o),,,1800,1865,The Michael C. Rockefeller Wing,Solomon Islands people,Solomon Islands,https://www.metmuseum.org/art/collection/search/310073
"Canoe Figurehead (Nguzu Nguzu, Musu Musu, or Toto Isu)",,,1870,1930,The Michael C. Rockefeller Wing,New Georgia Island people(?),Solomon Islands,https://www.metmuseum.org/art/collection/search/309868
House Post (Tomok),,,1800,1950,The Michael C. Rockefeller Wing,Yami people,Taiwan,https://www.metmuseum.org/art/collection/search/317735
Female figure (’otua fefine),,,1800,1840,The Michael C. Rockefeller Wing,Ha'apai Islands,Tonga,https://www.metmuseum.org/art/collection/search/313658
Dance Mask,,,1900,1950,The Michael C. Rockefeller Wing,Yup'ik,United States,https://www.metmuseum.org/art/collection/search/313313
Ki'i pohaku (Stone figure),,,800,1100,The Michael C. Rockefeller Wing,Hawai'i,United States,https://www.metmuseum.org/art/collection/search/310175
Helmet Mask  (Temes Mbalmbal),,,1900,2000,The Michael C. Rockefeller Wing,Southwest Malakula,Vanuatu,https://www.metmuseum.org/art/collection/search/313546
